label,message,message_length,tokens,word_count
spam,lyricalladie21f is inviting you to be her friend reply yes910 or no910 see her wwwsmsacuhmmross stop send stop frnd to 62468,124,"['lyricalladie21f', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yes910', 'or', 'no910', 'see', 'her', 'wwwsmsacuhmmross', 'stop', 'send', 'stop', 'frnd', 'to', '62468']",21
ham,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences,119,"['the', 'worlds', 'most', 'happiest', 'frnds', 'never', 'have', 'the', 'same', 'characters', 'dey', 'just', 'have', 'the', 'best', 'understanding', 'of', 'their', 'differences']",19
ham,yeah just open chat and click friend lists then make the list easy as pie,73,"['yeah', 'just', 'open', 'chat', 'and', 'click', 'friend', 'lists', 'then', 'make', 'the', 'list', 'easy', 'as', 'pie']",15
ham,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap,91,"['alright', 'tylers', 'got', 'a', 'minor', 'crisis', 'and', 'has', 'to', 'be', 'home', 'sooner', 'than', 'he', 'thought', 'so', 'be', 'here', 'asap']",19
ham,whenwhere do i pick you up,26,"['whenwhere', 'do', 'i', 'pick', 'you', 'up']",6
ham,as usual u can call me ard 10 smth,34,"['as', 'usual', 'u', 'can', 'call', 'me', 'ard', '10', 'smth']",9
ham,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,112,"['for', 'many', 'things', 'its', 'an', 'antibiotic', 'and', 'it', 'can', 'be', 'used', 'for', 'chest', 'abdomen', 'and', 'gynae', 'infections', 'even', 'bone', 'infections']",20
ham,poor girl cant go one day lmao,30,"['poor', 'girl', 'cant', 'go', 'one', 'day', 'lmao']",7
ham,or just do that 6times,22,"['or', 'just', 'do', 'that', '6times']",5
ham,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,161,"['you', 'have', 'to', 'pls', 'make', 'a', 'note', 'of', 'all', 'shes', 'exposed', 'to', 'also', 'find', 'out', 'from', 'her', 'school', 'if', 'anyone', 'else', 'was', 'vomiting', 'is', 'there', 'a', 'dog', 'or', 'cat', 'in', 'the', 'house', 'let', 'me', 'know', 'later']",36
ham,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now,158,"['sounds', 'like', 'there', 'could', 'be', 'a', 'lot', 'of', 'time', 'spent', 'in', 'that', 'chastity', 'device', 'boy', 'grins', 'or', 'take', 'your', 'beatings', 'like', 'a', 'good', 'dog', 'going', 'to', 'lounge', 'in', 'a', 'nice', 'long', 'bath', 'now']",33
ham,its worse if if uses half way then stops its better for him to complete it,74,"['its', 'worse', 'if', 'if', 'uses', 'half', 'way', 'then', 'stops', 'its', 'better', 'for', 'him', 'to', 'complete', 'it']",16
ham,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months i didnt sleep at all last night,153,"['miserable', 'they', 'dont', 'tell', 'u', 'that', 'the', 'side', 'effects', 'of', 'birth', 'control', 'are', 'massive', 'gut', 'wrenching', 'cramps', 'for', 'the', 'first', '2', 'months', 'i', 'didnt', 'sleep', 'at', 'all', 'last', 'night']",29
ham,send me the new number,22,"['send', 'me', 'the', 'new', 'number']",5
spam,want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow,129,"['want', 'the', 'latest', 'video', 'handset', '750', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'line', 'rental', 'reply', 'or', 'call', '08000930705', 'for', 'delivery', 'tomorrow']",21
ham,2 and half years i missed your friendship,41,"['2', 'and', 'half', 'years', 'i', 'missed', 'your', 'friendship']",8
ham,oh for fucks sake shes in like tallahassee,42,"['oh', 'for', 'fucks', 'sake', 'shes', 'in', 'like', 'tallahassee']",8
ham,haha that was the first person i was gonna ask,46,"['haha', 'that', 'was', 'the', 'first', 'person', 'i', 'was', 'gonna', 'ask']",10
spam,ou are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18,138,"['ou', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', '500', 'prize', 'txt', 'word', 'collect', 'to', 'no', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']",25
ham,taka lor wat time u wan 2 come n look 4 us,42,"['taka', 'lor', 'wat', 'time', 'u', 'wan', '2', 'come', 'n', 'look', '4', 'us']",12
spam,free polyphonic ringtone text super to 87131 to get your free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw,130,"['free', 'polyphonic', 'ringtone', 'text', 'super', 'to', '87131', 'to', 'get', 'your', 'free', 'poly', 'tone', 'of', 'the', 'week', 'now', '16', 'sn', 'pobox202', 'nr31', '7zs', 'subscription', '450pw']",24
ham,im reaching in another 2 stops,30,"['im', 'reaching', 'in', 'another', '2', 'stops']",6
ham,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,387,"['no', 'i', 'didnt', 'mean', 'to', 'post', 'it', 'i', 'wrote', 'it', 'and', 'like', 'so', 'many', 'other', 'times', 'ive', 'ritten', 'stuff', 'to', 'you', 'i', 'let', 'it', 'sit', 'there', 'it', 'was', 'what', 'i', 'was', 'feeling', 'at', 'the', 'time', 'i', 'was', 'angry', 'before', 'i', 'left', 'i', 'hit', 'send', 'then', 'stop', 'it', 'wasnt', 'there', 'i', 'checked', 'on', 'my', 'phone', 'when', 'i', 'got', 'to', 'my', 'car', 'it', 'wasnt', 'there', 'you', 'said', 'you', 'didnt', 'sleep', 'you', 'were', 'bored', 'so', 'why', 'wouldnt', 'that', 'be', 'the', 'time', 'to', 'clean', 'fold', 'laundry', 'etc', 'at', 'least', 'make', 'the', 'bed']",88
spam,warner village 83118 c colin farrell in swat this wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offers,167,"['warner', 'village', '83118', 'c', 'colin', 'farrell', 'in', 'swat', 'this', 'wkend', 'warner', 'village', 'get', '1', 'free', 'med', 'popcornjust', 'show', 'msgticketkioskvalid', '4712', 'c', 'tc', 'kiosk', 'reply', 'sony', '4', 'mre', 'film', 'offers']",29
ham,will you come online today night,32,"['will', 'you', 'come', 'online', 'today', 'night']",6
ham,then anything special,21,"['then', 'anything', 'special']",3
ham,im in solihull do you want anything,35,"['im', 'in', 'solihull', 'do', 'you', 'want', 'anything']",7
ham,will do have a good day,23,"['will', 'do', 'have', 'a', 'good', 'day']",6
ham,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 the inconvenience,157,"['we', 'regret', 'to', 'inform', 'u', 'that', 'the', 'nhs', 'has', 'made', 'a', 'mistakeu', 'were', 'never', 'actually', 'bornplease', 'report', '2', 'yor', 'local', 'hospital', '2b', 'terminatedwe', 'r', 'sorry', '4', 'the', 'inconvenience']",28
ham,love that holiday monday feeling even if i have to go to the dentists in an hour,80,"['love', 'that', 'holiday', 'monday', 'feeling', 'even', 'if', 'i', 'have', 'to', 'go', 'to', 'the', 'dentists', 'in', 'an', 'hour']",17
ham,i am on the way to tirupur,26,"['i', 'am', 'on', 'the', 'way', 'to', 'tirupur']",7
spam,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins,151,"['goal', 'arsenal', '4', 'henry', '7', 'v', 'liverpool', '2', 'henry', 'scores', 'with', 'a', 'simple', 'shot', 'from', '6', 'yards', 'from', 'a', 'pass', 'by', 'bergkamp', 'to', 'give', 'arsenal', 'a', '2', 'goal', 'margin', 'after', '78', 'mins']",32
ham,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless,222,"['youve', 'already', 'got', 'a', 'flaky', 'parent', 'itsnot', 'supposed', 'to', 'be', 'the', 'childs', 'job', 'to', 'support', 'the', 'parentnot', 'until', 'theyre', 'the', 'ride', 'age', 'anyway', 'im', 'supposed', 'to', 'be', 'there', 'to', 'support', 'you', 'and', 'now', 'ive', 'hurt', 'you', 'unintentional', 'but', 'hurt', 'nonetheless']",40
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,128,"['we', 'took', 'hooch', 'for', 'a', 'walk', 'toaday', 'and', 'i', 'fell', 'over', 'splat', 'grazed', 'my', 'knees', 'and', 'everything', 'should', 'have', 'stayed', 'at', 'home', 'see', 'you', 'tomorrow']",25
ham,just dropped em off omw back now,32,"['just', 'dropped', 'em', 'off', 'omw', 'back', 'now']",7
ham,sitting in mu waiting for everyone to get out of my suite so i can take a shower,80,"['sitting', 'in', 'mu', 'waiting', 'for', 'everyone', 'to', 'get', 'out', 'of', 'my', 'suite', 'so', 'i', 'can', 'take', 'a', 'shower']",18
ham,re your call you didnt see my facebook huh,42,"['re', 'your', 'call', 'you', 'didnt', 'see', 'my', 'facebook', 'huh']",9
ham,g says you never answer your texts confirmdeny,46,"['g', 'says', 'you', 'never', 'answer', 'your', 'texts', 'confirmdeny']",8
ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,137,"['its', 'so', 'common', 'hearin', 'how', 'r', 'u', 'wat', 'r', 'u', 'doing', 'how', 'was', 'ur', 'day', 'so', 'let', 'me', 'ask', 'u', 'something', 'different', 'did', 'u', 'smile', 'today', 'if', 'not', 'do', 'it', 'now', 'gud', 'evng']",33
ham,oh yah we never cancel leh haha,31,"['oh', 'yah', 'we', 'never', 'cancel', 'leh', 'haha']",7
ham,we can go 4 e normal pilates after our intro,44,"['we', 'can', 'go', '4', 'e', 'normal', 'pilates', 'after', 'our', 'intro']",10
ham,ok let u noe when i leave my house,34,"['ok', 'let', 'u', 'noe', 'when', 'i', 'leave', 'my', 'house']",9
ham,oh yes why is it like torture watching england,46,"['oh', 'yes', 'why', 'is', 'it', 'like', 'torture', 'watching', 'england']",9
ham,wanna do some art d,19,"['wanna', 'do', 'some', 'art', 'd']",5
ham,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something,94,"['just', 'hopeing', 'that', 'wasnt', 'too', 'pissed', 'up', 'to', 'remember', 'and', 'has', 'gone', 'off', 'to', 'his', 'sisters', 'or', 'something']",18
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,121,"['hi', 'the', 'sexychat', 'girls', 'are', 'waiting', 'for', 'you', 'to', 'text', 'them', 'text', 'now', 'for', 'a', 'great', 'night', 'chatting', 'send', 'stop', 'to', 'stop', 'this', 'service']",24
ham,good morning my boytoy hows those yummy lips wheres my sexy buns now what do you do do you think of me do you crave me do you need me,133,"['good', 'morning', 'my', 'boytoy', 'hows', 'those', 'yummy', 'lips', 'wheres', 'my', 'sexy', 'buns', 'now', 'what', 'do', 'you', 'do', 'do', 'you', 'think', 'of', 'me', 'do', 'you', 'crave', 'me', 'do', 'you', 'need', 'me']",30
ham,match startedindia ltgt for 2,29,"['match', 'startedindia', 'ltgt', 'for', '2']",5
ham,once free call me sir,21,"['once', 'free', 'call', 'me', 'sir']",5
ham,hey do you want anything to buy,31,"['hey', 'do', 'you', 'want', 'anything', 'to', 'buy']",7
ham,hey babe hows it going did you ever figure out where your going for new years,77,"['hey', 'babe', 'hows', 'it', 'going', 'did', 'you', 'ever', 'figure', 'out', 'where', 'your', 'going', 'for', 'new', 'years']",16
ham,kkcongratulation,16,['kkcongratulation'],1
ham,g wants to know where the fuck you are,38,"['g', 'wants', 'to', 'know', 'where', 'the', 'fuck', 'you', 'are']",9
ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,128,"['no', 'it', 'was', 'cancelled', 'yeah', 'baby', 'well', 'that', 'sounds', 'important', 'so', 'i', 'understand', 'my', 'darlin', 'give', 'me', 'a', 'ring', 'later', 'on', 'this', 'fone', 'love', 'kate', 'x']",26
ham,tomarrow i want to got to court at ltdecimalgt so you come to bus stand at 9,76,"['tomarrow', 'i', 'want', 'to', 'got', 'to', 'court', 'at', 'ltdecimalgt', 'so', 'you', 'come', 'to', 'bus', 'stand', 'at', '9']",17
ham,go home liao ask dad to pick me up at 6,39,"['go', 'home', 'liao', 'ask', 'dad', 'to', 'pick', 'me', 'up', 'at', '6']",11
ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff,85,"['omg', 'you', 'can', 'make', 'a', 'wedding', 'chapel', 'in', 'frontierville', 'why', 'do', 'they', 'get', 'all', 'the', 'good', 'stuff']",17
ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice,94,"['im', 'eatin', 'now', 'lor', 'but', 'goin', 'back', 'to', 'work', 'soon', 'e', 'mountain', 'deer', 'show', 'huh', 'i', 'watch', 'b4', 'liao', 'very', 'nice']",21
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,91,"['check', 'maili', 'have', 'mailed', 'varma', 'and', 'kept', 'copy', 'to', 'you', 'regarding', 'membershiptake', 'careinsha', 'allah']",14
ham,wrong phone this phone i answer this one but assume the other is people i dont well,83,"['wrong', 'phone', 'this', 'phone', 'i', 'answer', 'this', 'one', 'but', 'assume', 'the', 'other', 'is', 'people', 'i', 'dont', 'well']",17
ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,105,"['anyway', 'i', 'dont', 'think', 'i', 'can', 'secure', 'anything', 'up', 'here', 'lemme', 'know', 'if', 'you', 'want', 'me', 'to', 'drive', 'down', 'south', 'and', 'chill']",22
ham,im already back home so no probably not,39,"['im', 'already', 'back', 'home', 'so', 'no', 'probably', 'not']",8
spam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,132,"['hi', 'this', 'is', 'amy', 'we', 'will', 'be', 'sending', 'you', 'a', 'free', 'phone', 'number', 'in', 'a', 'couple', 'of', 'days', 'which', 'will', 'give', 'you', 'an', 'access', 'to', 'all', 'the', 'adult', 'parties']",29
ham,i am in bus on the way to calicut,33,"['i', 'am', 'in', 'bus', 'on', 'the', 'way', 'to', 'calicut']",9
ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,145,"['hi', 'its', 'me', 'you', 'are', 'probably', 'having', 'too', 'much', 'fun', 'to', 'get', 'this', 'message', 'but', 'i', 'thought', 'id', 'txt', 'u', 'cos', 'im', 'bored', 'and', 'james', 'has', 'been', 'farting', 'at', 'me', 'all', 'night']",32
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 730 wanna do somethin later call me later ortxt back jess xx,134,"['hi', 'baby', 'im', 'sat', 'on', 'the', 'bloody', 'bus', 'at', 'the', 'mo', 'and', 'i', 'wont', 'be', 'home', 'until', 'about', '730', 'wanna', 'do', 'somethin', 'later', 'call', 'me', 'later', 'ortxt', 'back', 'jess', 'xx']",30
spam,welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402,137,"['welcome', 'to', 'select', 'an', 'o2', 'service', 'with', 'added', 'benefits', 'you', 'can', 'now', 'call', 'our', 'specially', 'trained', 'advisors', 'free', 'from', 'your', 'mobile', 'by', 'dialling', '402']",24
ham,i lost 4 pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face,97,"['i', 'lost', '4', 'pounds', 'since', 'my', 'doc', 'visit', 'last', 'week', 'woot', 'woot', 'now', 'im', 'gonna', 'celebrate', 'by', 'stuffing', 'my', 'face']",20
ham,u coming back 4 dinner rite dad ask me so i re confirm wif u,60,"['u', 'coming', 'back', '4', 'dinner', 'rite', 'dad', 'ask', 'me', 'so', 'i', 're', 'confirm', 'wif', 'u']",15
ham,doing my masters when will you buy a bb cos i have for sale and hows bf,71,"['doing', 'my', 'masters', 'when', 'will', 'you', 'buy', 'a', 'bb', 'cos', 'i', 'have', 'for', 'sale', 'and', 'hows', 'bf']",17
ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now i didnt know anything about comedy night but i guess im up for it,137,"['ahhhhjust', 'woken', 'uphad', 'a', 'bad', 'dream', 'about', 'u', 'thoso', 'i', 'dont', 'like', 'u', 'right', 'now', 'i', 'didnt', 'know', 'anything', 'about', 'comedy', 'night', 'but', 'i', 'guess', 'im', 'up', 'for', 'it']",29
ham,im viveki got call from your number,35,"['im', 'viveki', 'got', 'call', 'from', 'your', 'number']",7
ham,why didnt u call on your lunch,30,"['why', 'didnt', 'u', 'call', 'on', 'your', 'lunch']",7
ham,what i mean was i left too early to check cos im working a 96,61,"['what', 'i', 'mean', 'was', 'i', 'left', 'too', 'early', 'to', 'check', 'cos', 'im', 'working', 'a', '96']",15
ham,i want ltgt rs dado you have it,31,"['i', 'want', 'ltgt', 'rs', 'dado', 'you', 'have', 'it']",8
ham,i want to see your pretty pussy,31,"['i', 'want', 'to', 'see', 'your', 'pretty', 'pussy']",7
spam,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp,144,"['dear', 'voucher', 'holder', 'have', 'your', 'next', 'meal', 'on', 'us', 'use', 'the', 'following', 'link', 'on', 'your', 'pc', '2', 'enjoy', 'a', '2', '4', '1', 'dining', 'experiencehttpwwwvouch4mecometlpdiningasp']",24
ham,a few people are at the game im at the mall with iouri and kaila,64,"['a', 'few', 'people', 'are', 'at', 'the', 'game', 'im', 'at', 'the', 'mall', 'with', 'iouri', 'and', 'kaila']",15
spam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only,153,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', '2000', 'prize', 'guaranteed', 'call', '09058094507', 'from', 'land', 'line', 'claim', '3030', 'valid', '12hrs', 'only']",28
spam,you can donate 250 to unicefs asian tsunami disaster support fund by texting donate to 864233 250 will be added to your next bill,129,"['you', 'can', 'donate', '250', 'to', 'unicefs', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'by', 'texting', 'donate', 'to', '864233', '250', 'will', 'be', 'added', 'to', 'your', 'next', 'bill']",24
ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,119,"['future', 'is', 'not', 'what', 'we', 'planned', 'for', 'tomorrow', 'it', 'is', 'the', 'result', 'of', 'what', 'we', 'do', 'today', 'do', 'the', 'best', 'in', 'present', 'enjoy', 'the', 'future']",25
ham,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time,122,"['i', 'will', 'cme', 'i', 'want', 'to', 'go', 'to', 'hos', '2morow', 'after', 'that', 'i', 'wil', 'cme', 'this', 'what', 'i', 'got', 'from', 'her', 'dear', 'what', 'to', 'do', 'she', 'didnt', 'say', 'any', 'time']",30
ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,127,"['we', 'are', 'supposed', 'to', 'meet', 'to', 'discuss', 'abt', 'our', 'trip', 'thought', 'xuhui', 'told', 'you', 'in', 'the', 'afternoon', 'thought', 'we', 'can', 'go', 'for', 'lesson', 'after', 'that']",25
ham,hey come online use msn we are all there,40,"['hey', 'come', 'online', 'use', 'msn', 'we', 'are', 'all', 'there']",9
ham,im fine hope you are good do take care,38,"['im', 'fine', 'hope', 'you', 'are', 'good', 'do', 'take', 'care']",9
ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that does happen,137,"['oops', 'i', 'was', 'in', 'the', 'shower', 'when', 'u', 'called', 'hey', 'a', 'parking', 'garage', 'collapsed', 'at', 'university', 'hospital', 'see', 'im', 'not', 'crazy', 'stuff', 'like', 'that', 'does', 'happen']",26
ham,aiyo u so poor thing then u dun wan 2 eat u bathe already,57,"['aiyo', 'u', 'so', 'poor', 'thing', 'then', 'u', 'dun', 'wan', '2', 'eat', 'u', 'bathe', 'already']",14
ham,yar i tot u knew dis would happen long ago already,50,"['yar', 'i', 'tot', 'u', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']",11
ham,you are gorgeous keep those pix cumming thank you,49,"['you', 'are', 'gorgeous', 'keep', 'those', 'pix', 'cumming', 'thank', 'you']",9
ham,jade its paul y didnt u txt me do u remember me from barmed i want 2 talk 2 u txt me,84,"['jade', 'its', 'paul', 'y', 'didnt', 'u', 'txt', 'me', 'do', 'u', 'remember', 'me', 'from', 'barmed', 'i', 'want', '2', 'talk', '2', 'u', 'txt', 'me']",22
ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled,105,"['spending', 'new', 'years', 'with', 'my', 'brother', 'and', 'his', 'family', 'lets', 'plan', 'to', 'meet', 'next', 'week', 'are', 'you', 'ready', 'to', 'be', 'spoiled']",21
ham,so what u doing today,21,"['so', 'what', 'u', 'doing', 'today']",5
ham,i said its okay sorry,21,"['i', 'said', 'its', 'okay', 'sorry']",5
ham,slept i thinkthis time ltgt pm is not dangerous,47,"['slept', 'i', 'thinkthis', 'time', 'ltgt', 'pm', 'is', 'not', 'dangerous']",9
ham,networking job is there,23,"['networking', 'job', 'is', 'there']",4
spam,goldviking 29m is inviting you to be his friend reply yes762 or no762 see him wwwsmsacugoldviking stop send stop frnd to 62468,126,"['goldviking', '29m', 'is', 'inviting', 'you', 'to', 'be', 'his', 'friend', 'reply', 'yes762', 'or', 'no762', 'see', 'him', 'wwwsmsacugoldviking', 'stop', 'send', 'stop', 'frnd', 'to', '62468']",22
ham,dont let studying stress you out l8r,36,"['dont', 'let', 'studying', 'stress', 'you', 'out', 'l8r']",7
ham,thats y u haf 2 keep me busy,28,"['thats', 'y', 'u', 'haf', '2', 'keep', 'me', 'busy']",8
ham,no rushing im not working im in school so if we rush we go hungry,65,"['no', 'rushing', 'im', 'not', 'working', 'im', 'in', 'school', 'so', 'if', 'we', 'rush', 'we', 'go', 'hungry']",15
ham,which channel,13,"['which', 'channel']",2
ham,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing,92,"['so', 'your', 'telling', 'me', 'i', 'coulda', 'been', 'your', 'real', 'valentine', 'and', 'i', 'wasnt', 'u', 'never', 'pick', 'me', 'for', 'nothing']",19
spam,phony 350 award todays voda numbers ending xxxx are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app,170,"['phony', '350', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'are', 'selected', 'to', 'receive', 'a', '350', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '3100', 'standard', 'rates', 'app']",30
ham,we made it eta at taunton is 1230 as planned hope thats still okday good to see you xx,86,"['we', 'made', 'it', 'eta', 'at', 'taunton', 'is', '1230', 'as', 'planned', 'hope', 'thats', 'still', 'okday', 'good', 'to', 'see', 'you', 'xx']",19
ham,im hungry buy smth home,23,"['im', 'hungry', 'buy', 'smth', 'home']",5
ham,hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in towncud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx,140,"['hey', 'kate', 'hope', 'ur', 'ok', 'will', 'give', 'u', 'a', 'buz', 'wedlunch', 'go', 'outsomewhere', '4', 'adrink', 'in', 'towncud', 'go', '2watershd', '4', 'a', 'bit', 'ppl', 'fromwrk', 'will', 'bthere', 'love', 'petexxx']",28
ham,my drive can only be read i need to write,41,"['my', 'drive', 'can', 'only', 'be', 'read', 'i', 'need', 'to', 'write']",10
ham,just looked it up and addie goes back monday sucks to be her,60,"['just', 'looked', 'it', 'up', 'and', 'addie', 'goes', 'back', 'monday', 'sucks', 'to', 'be', 'her']",13
ham,happy new year hope you are having a good semester,50,"['happy', 'new', 'year', 'hope', 'you', 'are', 'having', 'a', 'good', 'semester']",10
ham,esplanade lor where else,24,"['esplanade', 'lor', 'where', 'else']",4
ham,can you talk with me,20,"['can', 'you', 'talk', 'with', 'me']",5
ham,hmph go head big baller,23,"['hmph', 'go', 'head', 'big', 'baller']",5
ham,well its not like you actually called someone a punto that woulda been worse,76,"['well', 'its', 'not', 'like', 'you', 'actually', 'called', 'someone', 'a', 'punto', 'that', 'woulda', 'been', 'worse']",14
ham,nope since ayo travelled he has forgotten his guy,49,"['nope', 'since', 'ayo', 'travelled', 'he', 'has', 'forgotten', 'his', 'guy']",9
ham,you still around looking to pick up later,41,"['you', 'still', 'around', 'looking', 'to', 'pick', 'up', 'later']",8
spam,cds 4u congratulations ur awarded 500 of cd gift vouchers or 125 gift guaranteed freeentry 2 100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16,157,"['cds', '4u', 'congratulations', 'ur', 'awarded', '500', 'of', 'cd', 'gift', 'vouchers', 'or', '125', 'gift', 'guaranteed', 'freeentry', '2', '100', 'wkly', 'draw', 'xt', 'music', 'to', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16']",25
ham,theres someone here that has a year ltgt toyota camry like mr olayiwolas own mileage is ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,227,"['theres', 'someone', 'here', 'that', 'has', 'a', 'year', 'ltgt', 'toyota', 'camry', 'like', 'mr', 'olayiwolas', 'own', 'mileage', 'is', 'ltgt', 'kits', 'clean', 'but', 'i', 'need', 'to', 'know', 'how', 'much', 'will', 'it', 'sell', 'for', 'if', 'i', 'can', 'raise', 'the', 'dough', 'for', 'it', 'how', 'soon', 'after', 'landing', 'will', 'it', 'sell', 'holla', 'back']",47
ham,guess which pub im in im as happy as a pig in clover or whatever the saying is,78,"['guess', 'which', 'pub', 'im', 'in', 'im', 'as', 'happy', 'as', 'a', 'pig', 'in', 'clover', 'or', 'whatever', 'the', 'saying', 'is']",18
ham,ill b down soon,15,"['ill', 'b', 'down', 'soon']",4
ham,oh k i will come tomorrow,25,"['oh', 'k', 'i', 'will', 'come', 'tomorrow']",6
ham,go fool dont cheat others ok,28,"['go', 'fool', 'dont', 'cheat', 'others', 'ok']",6
ham,my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar,73,"['my', 'mobile', 'numberpls', 'sms', 'ur', 'mail', 'idconvey', 'regards', 'to', 'achanammarakheshqatar']",10
ham,by the way rencontre is to meet again mountains dont,52,"['by', 'the', 'way', 'rencontre', 'is', 'to', 'meet', 'again', 'mountains', 'dont']",10
spam,you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on 08714712412 between 10am7pm cost 10p,150,"['you', 'have', 'won', 'a', 'guaranteed', '1000', 'cash', 'or', 'a', '2000', 'prize', 'to', 'claim', 'yr', 'prize', 'call', 'our', 'customer', 'service', 'representative', 'on', '08714712412', 'between', '10am7pm', 'cost', '10p']",26
ham,u attend ur driving lesson how many times a wk n which day,58,"['u', 'attend', 'ur', 'driving', 'lesson', 'how', 'many', 'times', 'a', 'wk', 'n', 'which', 'day']",13
ham,uncle g just checking up on you do have a rewarding month,57,"['uncle', 'g', 'just', 'checking', 'up', 'on', 'you', 'do', 'have', 'a', 'rewarding', 'month']",12
ham,hello boytoy geeee im missing you today i like to send you a tm and remind you im thinking of you and you are loved loving kiss,127,"['hello', 'boytoy', 'geeee', 'im', 'missing', 'you', 'today', 'i', 'like', 'to', 'send', 'you', 'a', 'tm', 'and', 'remind', 'you', 'im', 'thinking', 'of', 'you', 'and', 'you', 'are', 'loved', 'loving', 'kiss']",27
ham,i think the other two still need to get cash but we can def be ready by 9,73,"['i', 'think', 'the', 'other', 'two', 'still', 'need', 'to', 'get', 'cash', 'but', 'we', 'can', 'def', 'be', 'ready', 'by', '9']",18
